ICD code,short title,long title,male rate,female rate,male to female rate ratio,male freq,female freq
92300,Contusion shoulder reg,Contusion of shoulder region,0.00015174506828528073,0.0002305386920771536,0.6582195245321194,5.0,6.0
92303,Contusion of upper arm,Contusion of upper arm,0.00012139605462822458,0.0001152693460385768,1.053151239251391,4.0,3.0
92310,Contusion of forearm,Contusion of forearm,6.069802731411229e-05,3.842311534619227e-05,1.5797268588770865,2.0,1.0
8728,Open wound of ear NOS,"Open wound of ear, part unspecified, without mention of complication",0.00012139605462822458,0.0001152693460385768,1.053151239251391,4.0,3.0
8730,Open wound of scalp,"Open wound of scalp, without mention of complication",0.007253414264036419,0.004841312533620226,1.4982330129826338,239.0,126.0
8731,Open wound scalp-compl,"Open wound of scalp, complicated",0.0004552352048558422,7.684623069238454e-05,5.923975720789075,15.0,2.0
87320,Open wound of nose NOS,"Open wound of nose, unspecified site, without mention of complication",0.0007283763277693475,0.00026896180742334586,2.7081031866464342,24.0,7.0
E8641,Acc poison-acids,Accidental poisoning by acids not elsewhere classified,3.0349013657056145e-05,3.842311534619227e-05,0.7898634294385433,1.0,1.0
E8655,Acc poison-mushrooms,Accidental poisoning from mushrooms and other fungi,3.0349013657056145e-05,7.684623069238454e-05,0.39493171471927163,1.0,2.0
E8668,Acc pois-solid/liq NEC,Accidental poisoning by other specified solid or liquid substances,6.069802731411229e-05,3.842311534619227e-05,1.5797268588770865,2.0,1.0
E8698,Acc poison-gas/vapor NEC,Accidental poisoning by other specified gases and vapors,6.069802731411229e-05,3.842311534619227e-05,1.5797268588770865,2.0,1.0
E8700,Acc cut/hem in surgery,"Accidental cut, puncture, perforation or hemorrhage during surgical operation",0.002276176024279211,0.004111273342042573,0.553642590727951,75.0,107.0
E8704,Acc cut/hem w scope exam,"Accidental cut, puncture, perforation or hemorrhage during endoscopic examination",0.00021244309559939302,0.0005763467301928841,0.36860293373798686,7.0,15.0
E8705,Acc cut/hem w catheteriz,"Accidental cut, puncture, perforation or hemorrhage during aspiration of fluid or tissue, puncture, and catheterization",0.0003641881638846737,0.00019211557673096135,1.8956722306525036,12.0,5.0
E8706,Acc cut/hem w heart cath,"Accidental cut, puncture, perforation or hemorrhage during heart catheterization",0.0005159332321699545,0.0007684623069238454,0.6713839150227617,17.0,20.0
E8708,Acc cut in med care NEC,"Accidental cut, puncture, perforation or hemorrhage during other specified medical care",0.0011532625189681336,0.001729040190578652,0.6669957848592144,38.0,45.0
E8710,Post-surgical forgn body,Foreign object left in body during surgical operation,6.069802731411229e-05,7.684623069238454e-05,0.7898634294385433,2.0,2.0
E8716,FB post heart catheter,Foreign object left in body during heart catheterization,6.069802731411229e-05,7.684623069238454e-05,0.7898634294385433,2.0,2.0
99881,Emphysema rsult frm proc,Emphysema (subcutaneous) (surgical) resulting from procedure,0.0017298937784522002,0.0019595788826558057,0.8827885387842542,57.0,51.0
99883,Non-healing surgcl wound,Non-healing surgical wound,0.0017602427921092564,0.0014985014985014985,1.1746686899342438,58.0,39.0
99889,Oth spcf cmplc procd NEC,Other specified complications of procedures not elsewhere classified,0.003975720789074355,0.0030738492276953817,1.2934013657056145,131.0,80.0
9991,Air embol comp med care,"Air embolism as a complication of medical care, not elsewhere classified",3.0349013657056145e-05,7.684623069238454e-05,0.39493171471927163,1.0,2.0
E9304,Adv eff tetracycline,Tetracycline group causing adverse effects in therapeutic use,3.0349013657056145e-05,7.684623069238454e-05,0.39493171471927163,1.0,2.0
E9305,Adv eff cephalosporin,Cephalosporin group causing adverse effects in therapeutic use,0.0015477996965098633,0.0021901175747329592,0.7067199105502755,51.0,57.0
V5811,Antineoplastic chemo enc,Encounter for antineoplastic chemotherapy,0.0006676783004552352,0.0008837316529624222,0.7555215412020848,22.0,23.0
V5812,Immunotherapy encounter,Encounter for antineoplastic immunotherapy,0.0004552352048558422,0.0003842311534619227,1.1847951441578148,15.0,10.0
V5831,Attn rem surg dressing,Encounter for change or removal of surgical wound dressing,0.00024279210925644916,0.0002305386920771536,1.053151239251391,8.0,6.0
V5841,Encntr plnd po wnd clsr,Encounter for planned post-operative wound closure,6.069802731411229e-05,0.0001152693460385768,0.5265756196256955,2.0,3.0
V5843,Aftrcare inj/trauma surg,Aftercare following surgery for injury and trauma,3.0349013657056145e-05,3.842311534619227e-05,0.7898634294385433,1.0,1.0
V5844,Aftercare organ transplt,Aftercare following organ transplant,3.0349013657056145e-05,3.842311534619227e-05,0.7898634294385433,1.0,1.0
V5849,Postop oth specfd aftrcr,Other specified aftercare following surgery,9.104704097116843e-05,7.684623069238454e-05,1.1847951441578148,3.0,2.0
V5861,Long-term use anticoagul,Long-term (current) use of anticoagulants,0.06364188163884674,0.06566510412664259,0.9691887721080311,2097.0,1709.0
V5862,Long-term use antibiotic,Long-term (current) use of antibiotics,0.00042488619119878605,0.0003842311534619227,1.1058088012139606,14.0,10.0
V5863,Lng use antiplte/thrmbtc,Long-term (current) use of antiplatelet/antithrombotic,0.0005766312594840668,0.0002305386920771536,2.5012341932220536,19.0,6.0
V5864,Long-term anti-inflamtry,Long-term (current) use of non-steroidal anti-inflammatories (NSAID),0.00021244309559939302,0.00019211557673096135,1.1058088012139606,7.0,5.0
V5865,Long-term use steroids,Long-term (current) use of steroids,0.012382397572078907,0.01863521094290325,0.6644624313627332,408.0,485.0
V5866,Long-term use of aspirin,Long-term (current) use of aspirin,0.0052807283763277695,0.004072850226696381,1.2965682709651558,174.0,106.0
V5867,Long-term use of insulin,Long-term (current) use of insulin,0.042488619119878605,0.043725505263966805,0.9717124790983835,1400.0,1138.0
V5869,Long-term use meds NEC,Long-term (current) use of other medications,0.002549317147192716,0.0033428110351187276,0.7626267594579037,84.0,87.0
V5881,Fit/adj vascular cathetr,Fitting and adjustment of vascular catheter,9.104704097116843e-05,3.842311534619227e-05,2.3695902883156297,3.0,1.0
V5883,Therapeutic drug monitor,Encounter for therapeutic drug monitoring,0.0011532625189681336,0.0018827326519634212,0.6125471493605029,38.0,49.0
V596,Liver donor,Liver donors,9.104704097116843e-05,0.00015369246138476907,0.5923975720789074,3.0,4.0
V600,Lack of housing,Lack of housing,0.007405159332321699,0.000999000999000999,7.412564491654021,244.0,26.0
V602,Economic problem,Inadequate material resources,0.00012139605462822458,7.684623069238454e-05,1.5797268588770865,4.0,2.0
V604,No family able to care,No other household member able to render care,6.069802731411229e-05,3.842311534619227e-05,1.5797268588770865,2.0,1.0
9093,Late eff surg/med compl,Late effect of complications of surgical and medical care,0.0002731411229135053,0.00030738492276953815,0.8885963581183611,9.0,8.0
E9363,Adv eff antconvl NEC/NOS,Other and unspecified anticonvulsants causing adverse effects in therapeutic use,0.0008801213960546282,0.0011526934603857681,0.7635346484572584,29.0,30.0
E9364,Adv eff anti-parkinson,Anti-parkinsonism drugs causing adverse effects in therapeutic use,9.104704097116843e-05,3.842311534619227e-05,2.3695902883156297,3.0,1.0
E9370,Adv eff barbiturates,Barbiturates causing adverse effects in therapeutic use,6.069802731411229e-05,0.0001152693460385768,0.5265756196256955,2.0,3.0
V503,Ear piercing,Ear piercing,6.069802731411229e-05,3.842311534619227e-05,1.5797268588770865,2.0,1.0
V5331,Ftng cardiac pacemaker,Fitting and adjustment of cardiac pacemaker,0.002670713201820941,0.001998001998001998,1.336691957511381,88.0,52.0
V5332,Ftng autmtc dfibrillator,Fitting and adjustment of automatic implantable cardiac defibrillator,0.0024279210925644916,0.0006531929608852686,3.7170043738284386,80.0,17.0
V5339,Ftng oth cardiac device,Fitting and adjustment of other cardiac device,0.0003945371775417299,0.0001152693460385768,3.422741527567021,13.0,3.0
V5391,Fit/adjust insulin pump,Fitting and adjustment of insulin pump,6.069802731411229e-05,7.684623069238454e-05,0.7898634294385433,2.0,2.0
V5399,Fit/adjust device NEC,"Fitting and adjustment, other device",3.0349013657056145e-05,3.842311534619227e-05,0.7898634294385433,1.0,1.0
V5401,Removal int fixation dev,Encounter for removal of internal fixation device,6.069802731411229e-05,7.684623069238454e-05,0.7898634294385433,2.0,2.0
V5411,Aftrcare traum fx up arm,Aftercare for healing traumatic fracture of upper arm,0.00024279210925644916,0.00026896180742334586,0.9027010622154781,8.0,7.0
V5412,Aftrcre traum fx low arm,Aftercare for healing traumatic fracture of lower arm,0.00012139605462822458,0.0002305386920771536,0.5265756196256955,4.0,6.0
V5413,Aftrcre traumatic fx hip,Aftercare for healing traumatic fracture of hip,0.0003338391502276176,0.0007684623069238454,0.4344248861911988,11.0,20.0
V5416,Aftrcre traum fx low leg,Aftercare for healing traumatic fracture of lower leg,0.00018209408194233686,0.00026896180742334586,0.6770257966616086,6.0,7.0
V5417,Aftrcre traum fx vertebr,Aftercare for healing traumatic fracture of vertebrae,0.00015174506828528073,0.00019211557673096135,0.7898634294385433,5.0,5.0
V5419,Aftrce traum fx bone NEC,Aftercare for healing traumatic fracture of other bone,0.0005159332321699545,0.0007684623069238454,0.6713839150227617,17.0,20.0
V5427,Aftrcare path fx vertebr,Aftercare for healing pathologic fracture of vertebrae,6.069802731411229e-05,3.842311534619227e-05,1.5797268588770865,2.0,1.0
V5481,Aftercare joint replace,Aftercare following joint replacement,9.104704097116843e-05,0.0001152693460385768,0.7898634294385433,3.0,3.0
V5482,Aftcr explantatn jt pros,Aftercare following explantation of joint prosthesis,6.069802731411229e-05,3.842311534619227e-05,1.5797268588770865,2.0,1.0
V5489,Orthopedic aftercare NEC,Other orthopedic aftercare,0.00030349013657056146,0.00042265426880811494,0.7180576631259484,10.0,11.0
V549,Orthopedic aftercare NOS,Unspecified orthopedic aftercare,6.069802731411229e-05,7.684623069238454e-05,0.7898634294385433,2.0,2.0
V550,Atten to tracheostomy,Attention to tracheostomy,0.0018209408194233688,0.002574348728194882,0.7073403845718298,60.0,67.0
V551,Atten to gastrostomy,Attention to gastrostomy,0.001274658573596358,0.0008453085376162299,1.5079210925644917,42.0,22.0
V552,Atten to ileostomy,Attention to ileostomy,0.0007283763277693475,0.0011526934603857681,0.6318907435508345,24.0,30.0
V553,Atten to colostomy,Attention to colostomy,0.0009408194233687405,0.0010758472296933835,0.8744916540212444,31.0,28.0
V554,Atten to enterostomy NEC,Attention to other artificial opening of digestive tract,0.0007283763277693475,0.0004995004995004995,1.4582094081942336,24.0,13.0
V555,Atten to cystostomy,Attention to cystostomy,0.00018209408194233686,7.684623069238454e-05,2.3695902883156297,6.0,2.0
V556,Atten to urinostomy NEC,Attention to other artificial opening of urinary tract,0.00021244309559939302,0.0005763467301928841,0.36860293373798686,7.0,15.0
V560,Renal dialysis encounter,Encounter for extracorporeal dialysis,9.104704097116843e-05,0.00015369246138476907,0.5923975720789074,3.0,4.0
V290,NB obsrv suspct infect,Observation for suspected infectious condition,0.08949924127465857,0.09874740643971414,0.9063452347915423,2949.0,2570.0
V291,NB obsrv suspct neurlgcl,Observation for suspected neurological conditions,3.0349013657056145e-05,0.00015369246138476907,0.19746585735963582,1.0,4.0
V292,Obsrv NB suspc resp cond,Observation and evaluation of newborn for suspected respiratory condition,0.00018209408194233686,0.00015369246138476907,1.1847951441578148,6.0,4.0
V293,NB obs genetc/metabl cnd,Observation for suspected genetic or metabolic condition,0.007890743550834597,0.007415661261815108,1.0640647235959648,260.0,193.0
V298,NB obsrv oth suspct cond,Observation for other specified suspected conditions,0.0008194233687405159,0.0014985014985014985,0.5468285280728375,27.0,39.0
V3000,Single lb in-hosp w/o cs,"Single liveborn, born in hospital, delivered without mention of cesarean section",0.05760242792109256,0.06408975639744871,0.8987774514834261,1898.0,1668.0
V3001,Single lb in-hosp w cs,"Single liveborn, born in hospital, delivered by cesarean section",0.04667678300455235,0.04687620072235457,0.9957458643249831,1538.0,1220.0
V301,Singl livebrn-before adm,"Single liveborn, born before admission to hospital",0.00015174506828528073,0.00042265426880811494,0.3590288315629742,5.0,11.0
V3100,Twin-mate lb-hosp w/o cs,"Twin birth, mate liveborn, born in hospital, delivered without mention of cesarean section",0.0026100151745068285,0.0032275416890801506,0.8086697015680324,86.0,84.0
V3101,Twin-mate lb-in hos w cs,"Twin birth, mate liveborn, born in hospital, delivered by cesarean section",0.015872534142640365,0.018327826020133713,0.8660347454850276,523.0,477.0
V311,"Twin, mate lb-before adm","Twin birth, mate liveborn, born before admission to hospital",6.069802731411229e-05,3.842311534619227e-05,1.5797268588770865,2.0,1.0
V3201,Twin-mate sb-hosp w cs,"Twin birth, mate stillborn, born in hospital, delivered by cesarean section",0.00018209408194233686,0.0002305386920771536,0.7898634294385433,6.0,6.0
V3401,Oth mult lb-in hosp w cs,"Other multiple birth (three or more), mates all liveborn, born in hospital, delivered by cesarean section",0.0037025796661608497,0.004495504495504496,0.8236182768504468,122.0,117.0
9130,Abrasion forearm,"Abrasion or friction burn of elbow, forearm, and wrist, without mention of infection",0.0007890743550834598,0.0001152693460385768,6.845483055134042,26.0,3.0
9132,Blister forearm,"Blister of elbow, forearm, and wrist, without mention of infection",3.0349013657056145e-05,3.842311534619227e-05,0.7898634294385433,1.0,1.0
E9411,Adv eff parasympatholytc,Parasympatholytics [anticholinergics and antimuscarinics] and spasmolytics causing adverse effects in therapeutic use,0.00024279210925644916,0.0003842311534619227,0.6318907435508345,8.0,10.0
E9412,Adv eff sympathomimetics,Sympathomimetics [adrenergics] causing adverse effects in therapeutic use,0.00021244309559939302,0.00015369246138476907,1.3822610015174508,7.0,4.0
E9413,Adv eff sympatholytics,Sympatholytics [antiadrenergics] causing adverse effects in therapeutic use,0.000637329286798179,0.0008068854222700376,0.7898634294385432,21.0,21.0
86415,Liver lacerat unspcf opn,"Injury to liver with open wound into cavity, laceration, unspecified",0.0006676783004552352,0.00026896180742334586,2.482427921092565,22.0,7.0
72884,Diastasis of muscle,Diastasis of muscle,6.069802731411229e-05,0.0001152693460385768,0.5265756196256955,2.0,3.0
72885,Spasm of muscle,Spasm of muscle,0.0004552352048558422,0.0006531929608852686,0.6969383200928323,15.0,17.0
72886,Necrotizing fasciitis,Necrotizing fasciitis,0.0013960546282245827,0.0015369246138476908,0.9083429438543247,46.0,40.0
72887,Muscle weakness-general,Muscle weakness (generalized),0.0017905918057663126,0.001998001998001998,0.8961911987860395,59.0,52.0
72888,Rhabdomyolysis,Rhabdomyolysis,0.008012139605462822,0.004841312533620226,1.654951947395043,264.0,126.0
72889,Muscle/ligament dis NEC,"Other disorders of muscle, ligament, and fascia",0.002549317147192716,0.0021901175747329592,1.1640092644357478,84.0,57.0
7289,Muscle/ligament dis NOS,"Unspecified disorder of muscle, ligament, and fascia",0.00012139605462822458,7.684623069238454e-05,1.5797268588770865,4.0,2.0
7291,Myalgia and myositis NOS,"Myalgia and myositis, unspecified",0.0013657056145675265,0.012064858218704372,0.11319698829533263,45.0,314.0
7292,Neuralgia/neuritis NOS,"Neuralgia, neuritis, and radiculitis, unspecified",0.00021244309559939302,0.0001152693460385768,1.8430146686899342,7.0,3.0
72930,"Panniculitis, unsp site","Panniculitis, unspecified site",3.0349013657056145e-05,3.842311534619227e-05,0.7898634294385433,1.0,1.0
72939,"Panniculitis, site NEC","Panniculitis, other site",0.00015174506828528073,0.00034580803811573043,0.43881301635474623,5.0,9.0
7294,Fasciitis NOS,"Fasciitis, unspecified",0.00021244309559939302,3.842311534619227e-05,5.529044006069803,7.0,1.0
7295,Pain in limb,Pain in limb,0.0026100151745068285,0.0019595788826558057,1.3319265672885239,86.0,51.0
7296,Old FB in soft tissue,Residual foreign body in soft tissue,0.00015174506828528073,3.842311534619227e-05,3.9493171471927164,5.0,1.0
72971,Nontraum comp syn-up ext,Nontraumatic compartment syndrome of upper extremity,0.00015174506828528073,7.684623069238454e-05,1.9746585735963582,5.0,2.0
72972,Nontraum comp syn-low ex,Nontraumatic compartment syndrome of lower extremity,0.0006980273141122913,0.0006147698455390763,1.1354286798179059,23.0,16.0
72973,Nontrauma comp syn-abd,Nontraumatic compartment syndrome of abdomen,0.0014871016691957511,0.0004995004995004995,2.9771775417298936,49.0,13.0
72981,Swelling of limb,Swelling of limb,0.0009711684370257966,0.0016137708445400753,0.6018007081436519,32.0,42.0
72982,Cramp in limb,Cramp of limb,0.0002731411229135053,3.842311534619227e-05,7.108770864946889,9.0,1.0
72989,Muscskel sympt limb NEC,Other musculoskeletal symptoms referable to limbs,0.0037025796661608497,0.003957580880657804,0.9355663921505074,122.0,103.0
72990,Soft tissue disord NOS,"Disorders of soft tissue, unspecified",3.0349013657056145e-05,3.842311534619227e-05,0.7898634294385433,1.0,1.0
72992,Nontrauma hema soft tiss,Nontraumatic hematoma of soft tissue,0.0012139605462822458,0.0017674633059248444,0.686837764729168,40.0,46.0
73001,Ac osteomyelitis-shlder,"Acute osteomyelitis, shoulder region",6.069802731411229e-05,7.684623069238454e-05,0.7898634294385433,2.0,2.0
73004,Ac osteomyelitis-hand,"Acute osteomyelitis, hand",6.069802731411229e-05,7.684623069238454e-05,0.7898634294385433,2.0,2.0
73005,Ac osteomyelitis-pelvis,"Acute osteomyelitis, pelvic region and thigh",0.00024279210925644916,0.0002305386920771536,1.053151239251391,8.0,6.0
73006,Ac osteomyelitis-l/leg,"Acute osteomyelitis, lower leg",0.00015174506828528073,0.0001152693460385768,1.3164390490642388,5.0,3.0
73007,Ac osteomyelitis-ankle,"Acute osteomyelitis, ankle and foot",0.002367223065250379,0.0010758472296933835,2.2003338391502276,78.0,28.0
73008,Ac osteomyelitis NEC,"Acute osteomyelitis, other specified sites",0.001881638846737481,0.001729040190578652,1.0882562805597706,62.0,45.0
73012,Chr osteomyelit-up/arm,"Chronic osteomyelitis, upper arm",0.00012139605462822458,7.684623069238454e-05,1.5797268588770865,4.0,2.0
73013,Chr osteomyelit-forearm,"Chronic osteomyelitis, forearm",3.0349013657056145e-05,3.842311534619227e-05,0.7898634294385433,1.0,1.0
73015,Chr osteomyelit-pelvis,"Chronic osteomyelitis, pelvic region and thigh",0.0003338391502276176,0.00030738492276953815,1.086062215477997,11.0,8.0
73016,Chr osteomyelit-l/leg,"Chronic osteomyelitis, lower leg",0.00024279210925644916,0.00030738492276953815,0.7898634294385433,8.0,8.0
73017,Chr osteomyelit-ankle,"Chronic osteomyelitis, ankle and foot",0.0013353566009104705,0.0008837316529624222,1.5110430824041696,44.0,23.0
73018,Chr osteomyelit NEC,"Chronic osteomyelitis, other specified sites",0.0011532625189681336,0.0008837316529624222,1.3049917529854194,38.0,23.0
73022,Osteomyelitis NOS-up/arm,"Unspecified osteomyelitis, upper arm",3.0349013657056145e-05,0.0001152693460385768,0.2632878098128478,1.0,3.0
73023,Osteomyelit NOS-forearm,"Unspecified osteomyelitis, forearm",3.0349013657056145e-05,3.842311534619227e-05,0.7898634294385433,1.0,1.0
73024,Osteomyelitis NOS-hand,"Unspecified osteomyelitis, hand",0.00012139605462822458,7.684623069238454e-05,1.5797268588770865,4.0,2.0
73025,Osteomyelitis NOS-pelvis,"Unspecified osteomyelitis, pelvic region and thigh",0.0003338391502276176,0.00030738492276953815,1.086062215477997,11.0,8.0
73026,Osteomyelitis NOS-l/leg,"Unspecified osteomyelitis, lower leg",0.00030349013657056146,0.0002305386920771536,1.3164390490642388,10.0,6.0
73027,Osteomyelitis NOS-ankle,"Unspecified osteomyelitis, ankle and foot",0.0013960546282245827,0.0012295396910781526,1.1354286798179059,46.0,32.0
73028,Osteomyelit NOS-oth site,"Unspecified osteomyelitis, other specified sites",0.0019726858877086493,0.0019211557673096135,1.026822458270106,65.0,50.0
78837,Continuous leakage,Continuous leakage,3.0349013657056145e-05,7.684623069238454e-05,0.39493171471927163,1.0,2.0
78838,Overflow incontinence,Overflow incontinence,6.069802731411229e-05,0.00019211557673096135,0.31594537177541726,2.0,5.0
78839,Oth urinry incontinence,Other urinary incontinence,0.0004855842185128983,0.0005379236148466917,0.9027010622154781,16.0,14.0
78841,Urinary frequency,Urinary frequency,0.0006676783004552352,0.0006147698455390763,1.086062215477997,22.0,16.0
78842,Polyuria,Polyuria,0.00030349013657056146,7.684623069238454e-05,3.9493171471927164,10.0,2.0
78843,Nocturia,Nocturia,0.00021244309559939302,3.842311534619227e-05,5.529044006069803,7.0,1.0
7885,Oliguria & anuria,Oliguria and anuria,0.0033990895295902884,0.006762468300929839,0.5026403641881639,112.0,176.0
78863,Urgency of urination,Urgency of urination,0.00018209408194233686,0.00015369246138476907,1.1847951441578148,6.0,4.0
78864,Urinary hesitancy,Urinary hesitancy,9.104704097116843e-05,7.684623069238454e-05,1.1847951441578148,3.0,2.0
7888,Extravasation of urine,Extravasation of urine,6.069802731411229e-05,3.842311534619227e-05,1.5797268588770865,2.0,1.0
78899,Oth symptm urinary systm,Other symptoms involving urinary system,0.00024279210925644916,0.00015369246138476907,1.5797268588770865,8.0,4.0
78900,Abdmnal pain unspcf site,"Abdominal pain, unspecified site",0.001669195751138088,0.003265964804426343,0.5110881014014104,55.0,85.0
78901,Abdmnal pain rt upr quad,"Abdominal pain, right upper quadrant",0.0006069802731411229,0.0010374241143471913,0.5850840218063283,20.0,27.0
78902,Abdmnal pain lft up quad,"Abdominal pain, left upper quadrant",6.069802731411229e-05,0.0001152693460385768,0.5265756196256955,2.0,3.0
78903,Abdmnal pain rt lwr quad,"Abdominal pain, right lower quadrant",0.00018209408194233686,0.00042265426880811494,0.43083459787556905,6.0,11.0
9110,Abrasion trunk,"Abrasion or friction burn of trunk, without mention of infection",0.0004552352048558422,0.0002305386920771536,1.9746585735963582,15.0,6.0
9112,Blister trunk,"Blister of trunk, without mention of infection",3.0349013657056145e-05,3.842311534619227e-05,0.7898634294385433,1.0,1.0
9120,Abrasion shoulder/arm,"Abrasion or friction burn of shoulder and upper arm, without mention of infection",0.0004552352048558422,0.0001152693460385768,3.9493171471927164,15.0,3.0
9778,Poison-medicinal agt NEC,Poisoning by other specified drugs and medicinal substances,9.104704097116843e-05,0.00034580803811573043,0.2632878098128477,3.0,9.0
9779,Poison-medicinal agt NOS,Poisoning by unspecified drug or medicinal substance,9.104704097116843e-05,3.842311534619227e-05,2.3695902883156297,3.0,1.0
9800,Toxic eff ethyl alcohol,Toxic effect of ethyl alcohol,0.0009408194233687405,0.0007300391915776531,1.2887245427681495,31.0,19.0
9802,Toxic eff isopropyl alc,Toxic effect of isopropyl alcohol,9.104704097116843e-05,0.0001152693460385768,0.7898634294385433,3.0,3.0
9809,Toxic effect alcohol NOS,Toxic effect of unspecified alcohol,0.00024279210925644916,0.00019211557673096135,1.263781487101669,8.0,5.0
E9445,Adv eff electrolyte agnt,"Electrolytic, caloric, and water-balance agents causing adverse effects in therapeutic use",6.069802731411229e-05,0.00015369246138476907,0.39493171471927163,2.0,4.0
E9447,Adv eff uric acid metab,Uric acid metabolism drugs causing adverse effects in therapeutic use,0.00012139605462822458,0.00026896180742334586,0.45135053110773904,4.0,7.0
E9451,Adv eff smooth musc relx,Smooth muscle relaxants causing adverse effects in therapeutic use,3.0349013657056145e-05,7.684623069238454e-05,0.39493171471927163,1.0,2.0
E9452,Adv eff skelet musc relx,Skeletal muscle relaxants causing adverse effects in therapeutic use,0.00018209408194233686,0.00015369246138476907,1.1847951441578148,6.0,4.0
E9455,Adv eff expectorants,Expectorants causing adverse effects in therapeutic use,3.0349013657056145e-05,3.842311534619227e-05,0.7898634294385433,1.0,1.0
E9457,Adv eff antiasthmatics,Antiasthmatics causing adverse effects in therapeutic use,0.00012139605462822458,0.00030738492276953815,0.39493171471927163,4.0,8.0
E9478,Adv eff medicinal NEC,Other drugs and medicinal substances causing adverse effects in therapeutic use,0.004643399089529591,0.006685622070237455,0.6945350845063053,153.0,174.0
E9479,Adv eff medicinal NOS,Unspecified drug or medicinal substance causing adverse effects in therapeutic use,0.0013960546282245827,0.002151694459386767,0.6488163884673749,46.0,56.0
E9500,Poison-analgesics,"Suicide and self-inflicted poisoning by analgesics, antipyretics, and antirheumatics",0.001881638846737481,0.00457235072619688,0.41152548424529145,62.0,119.0
E9501,Poison-barbiturates,Suicide and self-inflicted poisoning by barbiturates,0.00012139605462822458,0.00019211557673096135,0.6318907435508345,4.0,5.0
E9502,Poison-sedat/hypnotic,Suicide and self-inflicted poisoning by other sedatives and hypnotics,0.0002731411229135053,0.00034580803811573043,0.7898634294385432,9.0,9.0
E9503,Poison-psychotropic agt,Suicide and self-inflicted poisoning by tranquilizers and other psychotropic agents,0.0028224582701062216,0.004264965803427342,0.6617774679079687,93.0,111.0
E9504,Poison-drug/medicin NEC,Suicide and self-inflicted poisoning by other specified drugs and medicinal substances,0.002094081942336874,0.003112272343041574,0.6728466250772775,69.0,81.0
73088,Bone infect NEC-oth site,"Other infections involving bone in diseases classified elsewhere, other specified sites",6.069802731411229e-05,7.684623069238454e-05,0.7898634294385433,2.0,2.0
86500,Spleen injury NOS-closed,"Injury to spleen without mention of open wound into cavity, unspecified injury",0.0020333839150227617,0.0011142703450395758,1.8248568887028414,67.0,29.0
86501,Spleen hematoma-closed,"Injury to spleen without mention of open wound into cavity, hematoma without rupture of capsule",0.0006676783004552352,0.00034580803811573043,1.9307772719608836,22.0,9.0
86502,Spleen capsular tear,"Injury to spleen without mention of open wound into cavity, capsular tears, without major disruption of parenchyma",0.0008194233687405159,0.0005379236148466917,1.5233080424886192,27.0,14.0
86503,Spleen parenchyma lacer,"Injury to spleen without mention of open wound into cavity, laceration extending into parenchyma",0.0009104704097116844,0.0006916160762314609,1.3164390490642388,30.0,18.0
86504,Spleen disruption-clos,"Injury to spleen without mention of open wound into cavity, massive parenchymal disruption",0.0006069802731411229,0.00042265426880811494,1.4361153262518969,20.0,11.0
86509,Spleen injury NEC-closed,Other injury into spleen without mention of open wound into cavity,0.0007587253414264037,0.0006147698455390763,1.2341616084977238,25.0,16.0
86510,Spleen injury NOS-open,"Injury to spleen with open wound into cavity, unspecified injury",6.069802731411229e-05,3.842311534619227e-05,1.5797268588770865,2.0,1.0
86511,Spleen hematoma-open,"Injury to spleen with open wound into cavity, hematoma without rupture of capsule",3.0349013657056145e-05,3.842311534619227e-05,0.7898634294385433,1.0,1.0
86512,Spleen capsular tear-opn,"Injury to spleen with open wound into cavity, capsular tears, without major disruption of parenchyma",6.069802731411229e-05,7.684623069238454e-05,0.7898634294385433,2.0,2.0
86513,Spleen parnchym lac-opn,"Injury to spleen with open wound into cavity, laceration extending into parenchyma",0.00015174506828528073,0.0001152693460385768,1.3164390490642388,5.0,3.0
86600,Kidney injury NOS-closed,"Injury to kidney without mention of open wound into cavity, unspecified injury",0.0004855842185128983,0.00015369246138476907,3.159453717754173,16.0,4.0
86601,Kidney hematoma-closed,"Injury to kidney without mention of open wound into cavity, hematoma without rupture of capsule",0.000637329286798179,0.00015369246138476907,4.1467830045523515,21.0,4.0
86602,Kidney laceration-closed,"Injury to kidney without mention of open wound into cavity, laceration",0.0012139605462822458,0.00034580803811573043,3.51050413083797,40.0,9.0
86603,Kidney disruption-closed,"Injury to kidney without mention of open wound into cavity, complete disruption of kidney parenchyma",9.104704097116843e-05,0.0001152693460385768,0.7898634294385433,3.0,3.0
86612,Kidney laceration-open,"Injury to kidney with open wound into cavity, laceration",0.0003641881638846737,3.842311534619227e-05,9.478361153262519,12.0,1.0
8670,Bladder/urethra inj-clos,"Injury to bladder and urethra, without mention of open wound into cavity",0.004916540212443096,0.0012295396910781526,3.998683611532625,162.0,32.0
8671,Bladder/urethra inj-open,"Injury to bladder and urethra, with open wound into cavity",6.069802731411229e-05,7.684623069238454e-05,0.7898634294385433,2.0,2.0
8672,Ureter injury-closed,"Injury to ureter, without mention of open wound into cavity",0.00018209408194233686,3.842311534619227e-05,4.739180576631259,6.0,1.0
8676,Pelvic organ inj NEC-cl,"Injury to other specified pelvic organs, without mention of open wound into cavity",0.00018209408194233686,0.0001152693460385768,1.5797268588770865,6.0,3.0
